  run year index     sng      sdg      sdc       og       rt      pop     area    edges clusters    xmean    ymean      rad    slope  cl_size   diffus   spread    breed  slp_res  rd_grav   %urban    %road grw_rate leesalee  grw_pix 
  250 1978  1       6.50     1.50     0.00    40.00    23.75 32850.00 32850.00  1653.75   137.75   235.17   475.57   102.26     4.11   241.75     3.28     7.87    16.40    48.25    82.57    10.69     0.00     0.22     0.81    71.75 
  250 1991  2       1.75     0.00     0.00    18.25     6.00 33415.00 33415.00  2001.50   270.25   235.58   475.34   103.13     4.10   123.50     0.83     2.00     4.17    62.25    81.17    10.83     0.00     0.08     0.25    26.00 
  250 2013  3       0.75     0.00     0.00     5.25     2.50 33652.50 33652.50  2123.50   299.75   235.69   475.26   103.50     4.10   111.75     0.08     0.20     0.41    86.15    78.78    11.05     0.00     0.03     0.23     8.50 
  251 1978  1     244.00    68.50     0.00   224.25    19.75 34803.75 34803.75  3247.00  1347.25   242.54   471.85   105.25     4.15    25.25    80.97    28.03    12.46     7.92    12.41    11.18     0.00     1.60     0.78   556.50 
  251 1991  2     274.25    83.00     0.00   918.50    15.25 46334.75 46334.75 11220.50  4993.00   271.94   457.15   121.44     4.34     9.00    92.15    31.90    14.18     1.00    14.01    14.05     0.00     2.79     0.27  1291.00 
  251 2013  3     252.75    74.75     0.00  4291.50     6.00 110084.75 110084.75 39419.75  9418.00   339.90   424.49   187.19     4.75    11.00   100.00    34.63    15.39     1.00    18.42    30.13     0.00     4.20     0.30  4625.00 
  252 1978  1      29.75    18.00     0.00    51.75    42.00 33270.50 33270.50  2075.75   376.00   236.87   474.45   102.91     4.11    88.25    13.78     7.87    26.90    51.28    58.57    10.79     0.00     0.43     0.80   141.50 
  252 1991  2       8.00     0.00     0.00    20.25     8.00 34224.50 34224.50  2809.00   731.25   238.90   472.84   104.37     4.10    46.50     3.50     2.00     6.84    65.49    57.15    11.03     0.00     0.11     0.25    36.25 
  252 2013  3       0.25     0.00     0.00     7.75     1.00 34604.00 34604.00  3072.50   825.50   239.42   472.36   104.95     4.09    41.50     0.34     0.20     0.67    89.88    54.71    11.29     0.00     0.03     0.23     9.00 
  253 1978  1       0.75     0.00     0.00   194.25     0.00 33531.50 33531.50  1671.25    77.50   234.65   475.59   103.31     4.09   433.25     0.66    43.96     0.66    81.29    25.57    10.86     0.00     0.58     0.81   195.00 
  253 1991  2       0.25     0.00     0.00    60.75     0.00 35087.25 35087.25  1961.25   109.50   234.44   475.40   105.68     4.07   321.75     0.17    11.17     0.17    95.69    24.13    11.25     0.00     0.17     0.26    61.00 
  253 2013  3       0.00     0.00     0.00    11.75     1.50 35652.00 35652.00  2064.25   122.25   234.37   475.34   106.53     4.06   291.75     0.02     1.10     0.02   100.00    21.64    11.55     0.00     0.04     0.24    13.25 
  254 1978  1     156.75    60.00     0.00   737.25    15.00 36228.50 36228.50  3386.25   992.50   240.79   472.50   107.39     4.13    36.00    55.15    81.17    18.73    13.60    18.44    11.53     0.00     2.67     0.78   969.00 
  254 1991  2     175.75    65.50     0.00  4361.00    24.25 68898.00 68898.00 16191.75  3512.25   294.63   445.36   148.08     4.46    19.00    62.77    92.38    21.32     1.00    20.29    19.67     0.00     6.71     0.31  4626.50 
  254 2013  3      88.25    38.00     0.00 10346.50     5.50 275961.75 275961.75 37106.00  2938.00   377.87   404.11   296.36     4.99    94.00    78.13   100.00    26.53     1.00    29.42    71.52     0.00     3.80     0.34 10478.25 
  255 1978  1      22.25    16.50     0.00    64.00    33.75 33241.50 33241.50  1990.00   312.25   236.05   474.81   102.86     4.10   106.25    11.81    11.81    37.40    85.28    11.57    10.79     0.00     0.41     0.80   136.50 
  255 1991  2       7.75     3.25     0.00    28.75     8.25 34233.25 34233.25  2689.50   606.75   237.27   473.67   104.39     4.08    56.00     3.00     3.00     9.51    99.48    10.15    11.03     0.00     0.14     0.25    48.00 
  255 2013  3       0.50     0.00     0.00    12.25     1.75 34605.50 34605.50  2924.25   678.50   237.62   473.41   104.95     4.07    50.75     0.30     0.30     0.94   100.00     7.71    11.29     0.00     0.04     0.23    14.50 
  256 1978  1      30.00    21.25     0.00    44.75    35.00 33151.50 33151.50  1983.75   340.00   236.37   474.91   102.73     4.10    97.25    13.78     7.87    34.77    85.27    11.57    10.76     0.00     0.40     0.80   131.00 
  256 1991  2       7.50     1.50     0.00    21.00    10.75 34000.25 34000.25  2631.00   662.00   237.63   474.03   104.03     4.09    51.00     3.50     2.00     8.84    99.42    10.16    10.98     0.00     0.12     0.25    40.75 
  256 2013  3       1.00     0.00     0.00     6.75     0.00 34325.50 34325.50  2851.00   747.50   237.93   473.80   104.53     4.08    45.75     0.34     0.20     0.87   100.00     7.73    11.22     0.00     0.02     0.23     7.75 
  257 1978  1      30.25    15.25     0.00   106.50    33.00 33456.00 33456.00  2070.00   353.75   236.38   474.53   103.20     4.10    94.25    11.81    16.40    26.90    51.29    58.57    10.84     0.00     0.55     0.80   185.00 
  257 1991  2       8.00     2.00     0.00    43.00     7.50 34800.00 34800.00  2920.75   670.75   238.36   473.09   105.25     4.09    51.75     3.00     4.17     6.84    65.62    57.14    11.18     0.00     0.17     0.25    60.50 
  257 2013  3       0.50     0.00     0.00    10.50     0.50 35332.50 35332.50  3235.50   754.25   238.92   472.52   106.05     4.08    46.50     0.30     0.41     0.67    90.39    54.66    11.47     0.00     0.03     0.23    11.50 
  258 1978  1      13.00     1.00     0.00    32.00     9.25 32711.75 32711.75  1565.75   137.00   235.14   475.50   102.04     4.11   239.25     7.22     5.90     5.90    72.25     8.58    10.65     0.00     0.17     0.80    55.25 
  258 1991  2       3.25     0.00     0.00     7.75     1.25 33071.25 33071.25  1788.00   281.25   235.57   475.20   102.60     4.10   117.25     1.83     1.50     1.50    86.16     7.18    10.74     0.00     0.04     0.24    12.25 
  258 2013  3       0.50     0.00     0.00     5.00     0.75 33232.00 33232.00  1879.75   330.50   235.68   475.12   102.85     4.10   100.25     0.18     0.15     0.15   100.00     4.81    10.95     0.00     0.02     0.22     6.25 
  259 1978  1      37.00     7.50     0.00    61.00     9.50 33062.00 33062.00  1825.25   310.50   236.34   474.96   102.59     4.12   106.50    11.81     8.53     8.53     8.27    12.57    10.74     0.00     0.35     0.80   115.00 
  259 1991  2       9.75     0.00     0.00    17.75     4.50 33807.00 33807.00  2316.75   595.25   237.69   474.13   103.74     4.13    56.50     3.00     2.17     2.17    22.36    11.16    10.93     0.00     0.09     0.25    32.00 
  259 2013  3       1.25     0.00     0.00     5.75     0.75 34127.50 34127.50  2493.00   684.00   238.15   473.80   104.23     4.13    49.25     0.30     0.21     0.21    46.51     8.75    11.17     0.00     0.02     0.23     7.75 
  260 1978  1       6.00     1.50     0.00   113.25    15.25 33154.25 33154.25  1689.25   132.25   234.87   475.59   102.73     4.10   252.00     2.62    22.96    11.15    69.27    92.57    10.77     0.00     0.41     0.81   136.00 
  260 1991  2       1.25     0.00     0.00    36.75     2.25 34118.50 34118.50  2031.25   213.50   235.02   475.27   104.21     4.09   160.00     0.67     5.84     2.84    83.44    91.16    11.01     0.00     0.12     0.25    40.25 
  260 2013  3       0.50     0.00     0.00     4.50     1.75 34500.25 34500.25  2175.50   231.50   235.04   475.14   104.79     4.08   148.75     0.07     0.57     0.28   100.00    88.72    11.27     0.00     0.02     0.23     6.75 
  261 1978  1      19.75    13.00     0.00    43.00    44.50 33108.75 33108.75  1928.75   279.25   235.98   474.96   102.66     4.11   118.25     7.87     7.87    37.40    64.27    23.57    10.75     0.00     0.36     0.80   120.25 
  261 1991  2       4.00     1.00     0.00    24.25    10.50 33958.00 33958.00  2534.25   516.00   237.28   474.03   103.97     4.09    65.25     2.00     2.00     9.51    78.40    22.16    10.97     0.00     0.12     0.25    39.75 
  261 2013  3       0.50     0.00     0.00     6.75     0.75 34269.00 34269.00  2742.00   578.25   237.57   473.77   104.44     4.09    59.00     0.20     0.20     0.94   100.00    19.74    11.21     0.00     0.02     0.23     8.00 
  262 1978  1      21.50    11.75     0.00    87.25    32.00 33238.50 33238.50  1904.25   292.00   235.82   475.13   102.86     4.10   113.50    11.81    16.40    25.59    88.28    17.57    10.79     0.00     0.46     0.80   152.50 
  262 1991  2       6.25     0.50     0.00    33.25     6.00 34263.00 34263.00  2509.75   518.25   236.77   474.17   104.43     4.08    65.75     3.00     4.17     6.50   100.00    16.15    11.04     0.00     0.13     0.25    46.00 
  262 2013  3       0.25     0.00     0.00     4.75     0.25 34661.00 34661.00  2730.75   582.75   237.06   473.90   105.04     4.07    59.00     0.30     0.41     0.64   100.00    13.71    11.31     0.00     0.02     0.23     5.25 
  263 1978  1      53.50    16.50     0.00    45.00    19.25 33184.25 33184.25  1992.00   434.75   236.98   474.49   102.78     4.10    75.75    24.28     9.84    13.78    85.27    76.57    10.77     0.00     0.40     0.80   134.25 
  263 1991  2      11.25     0.00     0.00    19.75     4.75 34080.00 34080.00  2665.00   857.50   239.09   473.00   104.15     4.09    39.25     6.17     2.50     3.50    99.44    75.16    11.00     0.00     0.10     0.25    35.75 
  263 2013  3       1.25     0.00     0.00     8.50     1.50 34427.25 34427.25  2899.75   972.00   239.83   472.48   104.68     4.08    35.25     0.61     0.25     0.34   100.00    72.73    11.25     0.00     0.03     0.23    11.25 
  264 1978  1      32.50     6.00     0.00    45.00    14.00 32937.50 32937.50  1738.00   246.50   235.82   475.21   102.39     4.11   133.25    11.81     7.87     7.87    33.26     0.57    10.71     0.00     0.30     0.80    97.50 
  264 1991  2       7.50     0.00     0.00    21.50     7.00 33578.00 33578.00  2142.50   493.00   236.79   474.58   103.38     4.11    67.50     3.00     2.00     2.00    47.30     0.24    10.87     0.00     0.11     0.24    36.00 
  264 2013  3       0.75     0.00     0.00     8.00     1.00 33857.50 33857.50  2303.25   569.00   237.13   474.41   103.81     4.11    59.25     0.30     0.20     0.20    71.30     0.02    11.11     0.00     0.03     0.23     9.75 
  265 1978  1      89.00    18.75     0.00    77.00    17.25 33596.00 33596.00  2328.25   695.75   238.35   473.55   103.41     4.10    48.00    46.58    14.43    11.81    92.30    65.57    10.88     0.00     0.60     0.79   202.00 
  265 1991  2      18.50     1.00     0.00    28.00     8.00 35011.25 35011.25  3419.00  1381.50   241.98   471.06   105.57     4.07    25.00    11.84     3.67     3.00   100.00    64.13    11.23     0.00     0.16     0.25    55.50 
  265 2013  3       2.50     0.00     0.00     8.75     1.50 35531.75 35531.75  3792.75  1586.00   242.95   470.21   106.35     4.06    22.00     1.17     0.36     0.30   100.00    61.64    11.52     0.00     0.04     0.23    12.75 
  266 1978  1      18.75    11.00     0.00    59.50    44.00 33240.00 33240.00  2035.75   318.75   236.22   474.90   102.86     4.11   103.75     7.87     7.87    37.40    31.28    17.57    10.79     0.00     0.40     0.80   133.25 
  266 1991  2       5.50     2.50     0.00    25.75     9.25 34212.50 34212.50  2734.50   575.50   237.55   474.16   104.36     4.11    59.00     2.00     2.00     9.51    45.48    16.15    11.03     0.00     0.13     0.25    43.00 
  266 2013  3       0.75     0.00     0.00     7.50     0.00 34578.00 34578.00  2969.50   646.50   237.95   473.76   104.91     4.11    53.25     0.20     0.20     0.94    69.86    13.71    11.29     0.00     0.02     0.23     8.25 
  267 1978  1       5.75     3.00     0.00   148.75    26.00 33436.50 33436.50  1837.25   158.75   234.88   475.56   103.17     4.11   211.00     2.62    22.96    17.71    22.29    23.57    10.84     0.00     0.55     0.81   183.50 
  267 1991  2       1.25     0.00     0.00    51.75     3.50 34825.00 34825.00  2370.75   262.50   234.99   475.19   105.29     4.10   133.00     0.67     5.84     4.50    36.62    22.14    11.18     0.00     0.16     0.25    56.50 
  267 2013  3       0.25     0.00     0.00     7.75     0.75 35369.25 35369.25  2546.00   285.75   235.04   474.95   106.11     4.09   124.25     0.07     0.57     0.44    61.40    19.66    11.48     0.00     0.02     0.24     8.75 
  268 1978  1      19.75    13.00     0.00    43.00    44.50 33108.75 33108.75  1928.75   279.25   235.98   474.96   102.66     4.11   118.25     7.87     7.87    37.40    64.27    23.57    10.75     0.00     0.36     0.80   120.25 
  268 1991  2       4.00     1.00     0.00    24.25    10.50 33958.00 33958.00  2534.25   516.00   237.28   474.03   103.97     4.09    65.25     2.00     2.00     9.51    78.40    22.16    10.97     0.00     0.12     0.25    39.75 
  268 2013  3       0.50     0.00     0.00     6.75     0.75 34269.00 34269.00  2742.00   578.25   237.57   473.77   104.44     4.09    59.00     0.20     0.20     0.94   100.00    19.74    11.21     0.00     0.02     0.23     8.00 
  269 1978  1      37.25     8.00     0.00   107.50    23.50 33476.00 33476.00  2088.00   401.75   236.63   474.76   103.23     4.11    83.00    15.75    15.75    15.75    28.29    23.57    10.85     0.00     0.53     0.80   176.25 
  269 1991  2      10.50     1.00     0.00    47.75     6.25 34803.25 34803.25  2904.50   773.00   238.47   473.68   105.25     4.11    44.50     4.00     4.00     4.00    42.63    22.14    11.18     0.00     0.19     0.25    65.50 
  269 2013  3       1.25     0.00     0.00     6.75     1.00 35316.25 35316.25  3188.50   862.00   239.09   473.28   106.03     4.10    40.50     0.39     0.39     0.39    67.39    19.66    11.47     0.00     0.03     0.23     9.00 
  270 1978  1      24.75    24.75     0.00    22.25    88.50 33477.50 33477.50  2383.50   495.00   237.98   473.13   103.23     4.10    67.25    11.81     2.62    52.49    52.29    82.57    10.85     0.00     0.48     0.79   160.25 
  270 1991  2       5.75     1.00     0.00    11.50    16.50 34504.75 34504.75  3287.50   881.00   240.56   470.99   104.80     4.09    38.75     3.00     0.67    13.34    66.59    81.14    11.10     0.00     0.10     0.24    34.75 
  270 2013  3       0.75     0.00     0.00    12.25     2.25 34916.50 34916.50  3595.75   969.00   241.14   470.38   105.42     4.08    35.50     0.30     0.07     1.31    91.14    78.69    11.37     0.00     0.04     0.23    15.25 
  271 1978  1       5.75     0.50     0.00   105.75    20.00 33144.25 33144.25  1743.50   155.25   234.97   475.56   102.71     4.10   213.00     3.28    19.03    16.40    59.27    37.57    10.76     0.00     0.40     0.81   132.00 
  271 1991  2       1.00     0.00     0.00    33.00     3.25 34144.00 34144.00  2189.25   264.25   235.18   475.16   104.25     4.09   129.75     0.83     4.84     4.17    73.44    36.16    11.01     0.00     0.11     0.25    37.25 
  271 2013  3       0.25     0.00     0.00     6.00     0.25 34505.25 34505.25  2326.50   292.00   235.27   474.97   104.80     4.08   118.25     0.08     0.48     0.41    97.79    33.72    11.27     0.00     0.02     0.23     6.50 
  272 1978  1      13.75     1.25     0.00    71.75    17.75 33026.00 33026.00  1733.75   183.75   235.19   475.53   102.53     4.11   179.75     5.90    13.78    13.78    59.26    65.57    10.73     0.00     0.32     0.80   104.50 
  272 1991  2       2.50     0.00     0.00    24.25     4.75 33794.75 33794.75  2146.50   345.25   235.72   475.08   103.72     4.10    97.75     1.50     3.50     3.50    73.36    64.16    10.92     0.00     0.09     0.25    31.50 
  272 2013  3       0.25     0.00     0.00     4.50     1.75 34097.25 34097.25  2293.25   388.75   235.86   474.89   104.18     4.09    87.25     0.15     0.34     0.34    97.49    61.75    11.17     0.00     0.02     0.23     6.50 
  273 1978  1      20.00     5.00     0.00    51.75    10.75 32950.50 32950.50  1729.00   218.25   235.50   475.24   102.41     4.10   151.00    11.81    11.81    11.81    98.26    20.57    10.71     0.00     0.27     0.80    87.50 
  273 1991  2       6.25     1.00     0.00    16.50     5.00 33597.25 33597.25  2123.25   441.25   236.12   474.63   103.41     4.09    75.75     3.00     3.00     3.00   100.00    19.17    10.88     0.00     0.09     0.25    28.75 
  273 2013  3       1.00     0.00     0.00     7.50     0.75 33863.25 33863.25  2271.75   505.25   236.33   474.40   103.82     4.08    66.50     0.30     0.30     0.30   100.00    16.77    11.11     0.00     0.03     0.23     9.25 
  274 1978  1      37.50     9.50     0.00    82.50    14.50 33283.50 33283.50  1952.50   345.00   236.33   474.56   102.93     4.10    96.25    17.71    17.71    15.75    88.28    89.57    10.80     0.00     0.43     0.80   144.00 
  274 1991  2       7.50     1.00     0.00    30.00     8.50 34392.25 34392.25  2631.75   671.75   238.03   473.23   104.63     4.08    50.50     4.50     4.50     4.00   100.00    88.15    11.07     0.00     0.14     0.25    47.00 
  274 2013  3       0.75     0.00     0.00     7.50     1.25 34793.50 34793.50  2854.25   758.75   238.48   472.80   105.24     4.07    45.50     0.44     0.44     0.39   100.00    85.70    11.34     0.00     0.03     0.23     9.50 
  275 1978  1      40.25     6.00     0.00   104.50    15.75 33418.50 33418.50  2012.00   399.00   236.80   474.51   103.14     4.12    83.25    15.75    15.75     7.87    16.29    98.57    10.83     0.00     0.50     0.80   166.50 
  275 1991  2       8.50     1.00     0.00    37.75     6.75 34652.00 34652.00  2728.75   755.50   238.76   473.38   105.02     4.12    45.25     4.00     4.00     2.00    30.59    97.14    11.14     0.00     0.16     0.25    54.00 
  275 2013  3       1.00     0.00     0.00    10.25     1.75 35117.75 35117.75  2961.50   857.50   239.40   473.01   105.73     4.12    40.50     0.39     0.39     0.20    55.25    94.67    11.42     0.00     0.04     0.23    13.00 
  276 1978  1       0.75     0.00     0.00    74.50    18.50 32938.00 32938.00  1618.50    95.75   234.62   475.83   102.39     4.10   344.00     0.66    15.75    15.75    83.26    20.57    10.71     0.00     0.28     0.81    93.75 
  276 1991  2       0.25     0.00     0.00    26.00     5.50 33611.00 33611.00  1897.00   148.00   234.54   475.72   103.43     4.09   228.50     0.17     4.00     4.00    97.30    19.17    10.88     0.00     0.09     0.25    31.75 
  276 2013  3       0.25     0.00     0.00     5.75     0.75 33879.50 33879.50  1995.75   161.50   234.51   475.68   103.85     4.08   210.50     0.02     0.39     0.39   100.00    16.77    11.11     0.00     0.02     0.23     6.75 
  277 1978  1      39.25     0.00     0.00   230.25     0.75 33825.00 33825.00  1932.75   295.50   235.51   475.08   103.76     4.09   114.50    17.81    49.72     0.74    80.23    25.68    10.93     0.00     0.80     0.81   270.25 
  277 1991  2      15.00     0.50     0.00   147.25     0.00 36485.50 36485.50  2587.00   628.50   236.48   474.22   107.74     4.07    61.50     9.00    25.13     0.38    91.10    24.59    11.60     0.00     0.43     0.26   162.75 
  277 2013  3      10.25     0.00     0.00   128.25     0.75 39587.75 39587.75  3085.50   915.00   237.84   472.54   111.96     4.06    52.75     6.30    17.58     0.26    94.25    22.70    12.54     0.00     0.29     0.26   139.25 
  278 1978  1       9.75     3.00     0.00   102.25    27.25 33159.75 33159.75  1745.75   159.75   234.92   475.54   102.74     4.11   208.00     3.28    19.03    16.40    52.27    38.57    10.77     0.00     0.43     0.81   142.25 
  278 1991  2       1.75     0.00     0.00    34.50     2.25 34174.00 34174.00  2207.75   276.00   235.18   475.11   104.30     4.09   123.50     0.83     4.84     4.17    66.45    37.16    11.02     0.00     0.11     0.25    38.50 
  278 2013  3       0.25     0.00     0.00     6.00     1.50 34559.00 34559.00  2350.25   311.00   235.30   474.95   104.88     4.09   110.50     0.08     0.48     0.41    90.82    34.72    11.28     0.00     0.02     0.23     7.75 
  279 1978  1      27.75     9.50     0.00    76.00    21.75 33206.50 33206.50  1907.75   315.50   236.22   474.70   102.81     4.10   105.00    15.75    15.75    15.75    83.27    69.57    10.78     0.00     0.41     0.80   135.00 
  279 1991  2       6.00     0.50     0.00    32.00     4.00 34268.00 34268.00  2571.75   635.00   237.59   473.37   104.44     4.08    53.50     4.00     4.00     4.00    97.48    68.15    11.04     0.00     0.12     0.25    42.50 
  279 2013  3       1.75     0.00     0.00     7.25     1.25 34671.25 34671.25  2795.00   716.75   238.01   472.88   105.05     4.08    48.00     0.39     0.39     0.39   100.00    65.71    11.31     0.00     0.03     0.23    10.25 
  280 1978  1     263.50   141.00     0.00   464.25    50.50 36197.50 36197.50  4340.25  1717.25   246.09   468.80   107.34     4.14    20.75    99.90    41.62    28.10    22.60    56.44    11.52     0.00     2.54     0.76   919.25 
  280 1991  2     287.75   164.25     0.00  2825.25    39.75 61842.75 61842.75 20884.00  5826.25   296.81   439.66   140.30     4.34    10.00   100.00    42.04    28.38     4.64    58.24    17.91     0.00     5.36     0.29  3317.00 
  280 2013  3     173.50    97.75     0.00  8519.75    18.00 207072.50 207072.50 59003.75  6360.25   367.61   405.56   256.73     4.84    32.00   100.00    42.04    28.38     1.00    65.40    54.33     0.00     4.25     0.33  8809.00 
  281 1978  1     129.00    12.75     0.00    31.75     8.00 33542.75 33542.75  2400.50   885.00   239.27   472.93   103.33     4.10    37.25    62.99     5.90     5.90    72.29     8.57    10.86     0.00     0.54     0.79   181.50 
  281 1991  2      32.00     0.50     0.00    11.00     0.00 34737.25 34737.25  3451.00  1783.50   243.29   470.42   105.15     4.09    19.00    16.01     1.50     1.50    86.64     7.14    11.16     0.00     0.13     0.24    43.50 
  281 2013  3       4.00     0.00     0.00     5.75     0.25 35146.50 35146.50  3782.25  2049.00   244.32   469.73   105.77     4.09    16.75     1.58     0.15     0.15   100.00     4.67    11.43     0.00     0.03     0.23    10.00 
  282 1978  1      18.00     6.50     0.00    85.50    24.75 33151.50 33151.50  1786.25   215.75   235.44   475.43   102.73     4.10   153.75     8.53    17.71    17.71    77.27    26.57    10.76     0.00     0.41     0.80   134.75 
  282 1991  2       3.75     0.00     0.00    27.75     3.00 34080.75 34080.75  2261.00   396.75   236.10   474.87   104.15     4.09    85.25     2.17     4.50     4.50    91.43    25.16    11.00     0.00     0.10     0.25    34.50 
  282 2013  3       0.50     0.00     0.00     5.00     2.25 34440.00 34440.00  2434.00   453.25   236.31   474.76   104.70     4.08    75.50     0.21     0.44     0.44   100.00    22.73    11.25     0.00     0.02     0.23     7.75 
  283 1978  1      51.75    25.00     0.00   531.25    33.50 35035.50 35035.50  2490.00   435.25   236.77   474.19   105.60     4.07    80.00    24.91    95.50    26.99    86.92    83.41    11.23     0.00     1.83     0.80   641.50 
  283 1991  2      56.25    30.00     0.00  1966.50    24.50 51663.25 51663.25  8212.50  1428.25   259.81   456.25   128.24     3.93    35.75    28.35   100.00    30.72    70.35    85.07    15.38     0.00     4.02     0.30  2077.25 
  283 2013  3      68.75    50.00     0.00  7862.00    36.00 158794.75 158794.75 26358.25  2583.25   331.31   406.54   224.82     4.01    61.25    35.29   100.00    38.23    14.58    90.64    42.28     0.00     5.05     0.36  8016.75 
  284 1978  1       7.50     2.00     0.00   160.00    25.00 33470.75 33470.75  1866.75   176.50   235.05   475.49   103.22     4.11   191.00     2.62    22.96    17.71    22.29    83.57    10.84     0.00     0.58     0.81   194.50 
  284 1991  2       1.00     0.00     0.00    45.25     6.75 34875.00 34875.00  2402.25   259.50   235.48   474.97   105.36     4.11   134.25     0.67     5.84     4.50    36.64    82.14    11.19     0.00     0.15     0.25    53.00 
  284 2013  3       0.00     0.00     0.00     9.00     1.00 35397.25 35397.25  2549.00   276.50   235.60   474.82   106.15     4.10   128.00     0.07     0.57     0.44    61.45    79.66    11.49     0.00     0.03     0.24    10.00 
  285 1978  1      12.00     6.50     0.00    85.00    30.75 33137.00 33137.00  1814.25   203.75   235.48   475.21   102.70     4.11   162.50     4.59    13.78    26.90    59.27    82.57    10.76     0.00     0.41     0.81   134.25 
  285 1991  2       1.25     0.00     0.00    23.25     3.75 34054.25 34054.25  2321.00   359.50   236.10   474.56   104.11     4.09    94.25     1.17     3.50     6.84    73.43    81.16    10.99     0.00     0.08     0.25    28.25 
  285 2013  3       0.50     0.00     0.00     4.50     0.50 34398.75 34398.75  2499.25   390.50   236.38   474.27   104.64     4.08    87.50     0.11     0.34     0.67    97.72    78.73    11.24     0.00     0.02     0.23     5.50 
  286 1978  1      12.00    10.50     0.00    36.50    67.00 33252.50 33252.50  2103.00   322.25   236.79   474.43   102.88     4.10   103.25     5.90     5.90    51.18    62.28    86.57    10.79     0.00     0.38     0.80   126.00 
  286 1991  2       1.75     1.00     0.00    18.50    15.25 34136.25 34136.25  2800.25   548.75   237.93   473.13   104.24     4.09    62.50     1.50     1.50    13.01    76.47    85.15    11.01     0.00     0.11     0.25    36.50 
  286 2013  3       0.00     0.00     0.00     6.75     2.00 34491.75 34491.75  3030.75   602.25   238.42   472.79   104.78     4.08    57.25     0.15     0.15     1.28   100.00    82.72    11.26     0.00     0.03     0.23     8.75 
  287 1978  1      23.25     9.75     0.00    85.00    31.50 33235.75 33235.75  1896.00   269.50   235.92   474.93   102.86     4.11   123.00    10.50    14.43    19.68    59.27    37.57    10.79     0.00     0.45     0.80   149.50 
  287 1991  2       3.75     0.50     0.00    25.25     6.50 34195.75 34195.75  2471.75   501.00   237.11   474.03   104.33     4.09    67.75     2.67     3.67     5.00    73.47    36.15    11.02     0.00     0.11     0.25    36.00 
  287 2013  3       0.50     0.00     0.00     5.00     1.25 34567.75 34567.75  2672.25   568.75   237.45   473.75   104.90     4.08    60.50     0.26     0.36     0.49    97.85    33.71    11.28     0.00     0.02     0.23     6.75 
  288 1978  1       5.25     3.50     0.00    74.25    33.50 33061.50 33061.50  1754.00   156.25   234.91   475.52   102.59     4.10   211.25     2.62    15.09    35.43    85.27    11.57    10.74     0.00     0.35     0.81   116.50 
  288 1991  2       0.50     0.00     0.00    25.25     7.50 33896.50 33896.50  2192.00   263.25   235.12   475.09   103.87     4.08   129.00     0.67     3.84     9.01    99.38    10.16    10.95     0.00     0.10     0.25    33.25 
  288 2013  3       0.50     0.00     0.00     7.50     1.00 34224.25 34224.25  2340.50   284.25   235.09   475.06   104.37     4.08   120.50     0.07     0.38     0.89   100.00     7.74    11.20     0.00     0.03     0.23     9.00 
  289 1978  1       6.50     2.00     0.00     5.50    18.75 32571.25 32571.25  1529.00    90.50   235.20   475.60   101.82     4.11   367.75     2.62     0.66    11.15    69.24    92.58    10.62     0.00     0.10     0.80    32.75 
  289 1991  2       1.50     0.00     0.00     5.00     5.00 32796.00 32796.00  1705.00   177.75   235.57   475.14   102.17     4.11   185.50     0.67     0.17     2.84    83.09    91.19    10.68     0.00     0.04     0.24    11.50 
  289 2013  3       0.50     0.00     0.00     5.75     1.25 32957.50 32957.50  1800.25   215.50   235.72   475.00   102.42     4.10   153.50     0.07     0.02     0.28   100.00    88.84    10.88     0.00     0.02     0.22     7.50 
  290 1978  1      23.25     6.00     0.00   103.75    14.25 33221.50 33221.50  1796.00   229.00   235.48   475.24   102.83     4.10   144.75    11.81    22.31    11.81    98.27    20.57    10.78     0.00     0.44     0.81   147.25 
  290 1991  2       4.25     0.00     0.00    33.50     4.75 34269.50 34269.50  2316.75   444.00   236.29   474.48   104.44     4.08    76.75     3.00     5.67     3.00   100.00    19.15    11.04     0.00     0.12     0.25    42.50 
  290 2013  3       0.50     0.00     0.00     5.00     1.75 34675.75 34675.75  2499.25   510.00   236.58   474.24   105.06     4.07    67.25     0.30     0.56     0.30   100.00    16.71    11.31     0.00     0.02     0.23     7.25 
  291 1978  1     113.50   188.00     0.00   117.75    68.50 34652.50 34652.50  3450.50  1085.00   241.93   471.36   105.02     4.08    31.50    56.11    12.24    86.71    78.82    12.22    11.14     0.00     1.41     0.77   487.75 
  291 1991  2     132.50   253.25     0.00   544.00    81.75 44210.00 44210.00 11978.75  4011.00   264.42   457.06   118.63     3.99    10.50    63.70    13.90    98.45    63.39    13.76    13.52     0.00     2.29     0.26  1011.50 
  291 2013  3     186.50   366.50     0.00  2860.25    69.00 88914.75 88914.75 43669.25  8081.50   313.20   427.74   168.22     3.96    10.50    79.29    17.30   100.00    24.39    17.66    24.85     0.00     3.91     0.30  3482.25 
  292 1978  1     137.25   146.50     0.00   120.75    64.25 34575.25 34575.25  3359.00  1127.50   241.84   470.95   104.91     4.10    30.50    64.11    12.21    58.01    58.09    24.19    11.12     0.00     1.36     0.77   468.75 
  292 1991  2     166.50   214.50     0.00   523.75    80.75 43885.00 43885.00 11666.50  4389.50   266.08   456.07   118.19     4.07     9.50    72.43    13.80    65.53    43.27    25.67    13.44     0.00     2.24     0.26   985.50 
