  run year index     sng      sdg      sdc       og       rt      pop     area    edges clusters    xmean    ymean      rad    slope  cl_size   diffus   spread    breed  slp_res  rd_grav   %urban    %road grw_rate leesalee  grw_pix 
    6 1978  1      27.50     7.00     0.00    74.50    20.25 33161.75 33161.75  1849.75   291.00   236.04   475.02   102.74     4.12   113.50    11.81    11.81    11.81    22.27    17.57    10.77     0.00     0.39     0.80   129.25 
    6 1991  2       7.50     1.00     0.00    32.50     6.00 34108.50 34108.50  2416.25   572.00   237.48   473.97   104.20     4.11    59.25     3.00     3.00     3.00    36.44    16.16    11.00     0.00     0.14     0.25    47.00 
    6 2013  3       1.25     0.00     0.00     5.50     0.00 34450.00 34450.00  2602.50   648.25   237.86   473.73   104.72     4.11    52.50     0.30     0.30     0.30    60.76    13.72    11.25     0.00     0.02     0.23     6.75 
    7 1978  1      36.75     8.50     0.00    90.00    20.75 33318.25 33318.25  1964.00   349.50   236.49   474.75   102.98     4.12    94.75    13.78    13.78    13.78    25.28    20.57    10.81     0.00     0.47     0.80   156.00 
    7 1991  2       8.75     0.00     0.00    27.00     4.50 34472.25 34472.25  2663.50   673.25   238.29   473.50   104.75     4.11    51.00     3.50     3.50     3.50    39.54    19.15    11.09     0.00     0.12     0.25    40.25 
    7 2013  3       0.75     0.00     0.00     9.00     0.00 34913.25 34913.25  2907.25   762.00   238.75   473.13   105.42     4.11    45.50     0.34     0.34     0.34    64.09    16.69    11.37     0.00     0.03     0.23     9.75 
    8 1978  1      37.25     8.00     0.00   107.50    23.50 33476.00 33476.00  2088.00   401.75   236.63   474.76   103.23     4.11    83.00    15.75    15.75    15.75    28.29    23.57    10.85     0.00     0.53     0.80   176.25 
    8 1991  2      10.50     1.00     0.00    47.75     6.25 34803.25 34803.25  2904.50   773.00   238.47   473.68   105.25     4.11    44.50     4.00     4.00     4.00    42.63    22.14    11.18     0.00     0.19     0.25    65.50 
    8 2013  3       1.25     0.00     0.00     6.75     1.00 35316.25 35316.25  3188.50   862.00   239.09   473.28   106.03     4.10    40.50     0.39     0.39     0.39    67.39    19.66    11.47     0.00     0.03     0.23     9.00 
    9 1978  1      46.50    13.50     0.00   129.25    29.00 33646.50 33646.50  2191.50   448.50   237.04   474.37   103.49     4.11    74.75    17.71    17.71    17.71    31.30    26.57    10.89     0.00     0.65     0.80   218.25 
    9 1991  2      12.00     1.00     0.00    49.50     5.75 35226.00 35226.00  3169.50   847.25   239.51   472.75   105.89     4.10    41.00     4.50     4.50     4.50    45.74    25.13    11.28     0.00     0.19     0.25    68.25 
    9 2013  3       0.25     0.00     0.00     9.75     1.00 35817.25 35817.25  3487.75   953.50   240.20   472.16   106.78     4.09    37.25     0.44     0.44     0.44    70.76    22.62    11.60     0.00     0.03     0.23    11.00 
   10 1978  1      57.00    25.50     0.00   193.50    39.75 33954.00 33954.00  2428.75   559.75   238.21   473.77   103.96     4.11    60.75    24.84    24.84    24.84    32.15    29.78    10.96     0.00     0.93     0.79   315.75 
   10 1991  2      47.00    22.25     0.00   440.00    23.25 39193.25 39193.25  5639.50  1523.25   248.38   466.96   111.57     4.11    28.75    19.07    19.07    19.07    33.37    29.66    12.27     0.00     1.26     0.26   532.50 
   10 2013  3      52.00    43.00     0.00  2194.00    21.25 68058.75 68058.75 16952.00  2814.50   281.15   448.45   142.82     4.28    27.75    20.87    20.87    20.87    37.50    30.42    19.64     0.00     2.32     0.27  2310.25 
   11 1978  1      80.00    51.00     0.00   258.00    48.25 34314.50 34314.50  2676.50   673.50   238.58   473.36   104.51     4.11    50.75    32.17    32.17    32.17    33.27    32.97    11.05     0.00     1.27     0.79   437.25 
   11 1991  2      92.25    64.00     0.00  1061.50    36.25 44783.00 44783.00  9129.00  2394.75   258.31   461.63   119.38     4.11    18.50    36.10    36.10    36.10    19.30    34.37    13.66     0.00     2.79     0.28  1254.00 
   11 2013  3     105.75    94.25     0.00  5579.50    31.00 118609.50 118609.50 35427.75  4681.50   327.00   427.28   193.92     4.51    24.75    44.94    44.94    44.94     1.00    38.83    32.26     0.00     4.88     0.33  5810.50 
   12 1978  1      94.00    62.50     0.00   300.00    58.50 34587.75 34587.75  2888.75   770.25   239.13   473.36   104.93     4.11    44.50    36.63    36.63    36.63    34.08    36.19    11.12     0.00     1.49     0.79   515.00 
   12 1991  2     105.75    85.25     0.00  1520.50    38.50 48402.25 48402.25 11225.25  2692.75   264.93   457.84   124.12     4.12    17.50    41.69    41.69    41.69    18.00    37.80    14.56     0.00     3.61     0.28  1750.00 
   12 2013  3     110.00   113.75     0.00  7887.50    31.75 153717.50 153717.50 43406.25  4678.75   344.00   416.40   221.18     4.62    32.50    51.89    51.89    51.89     1.00    43.09    41.02     0.00     5.30     0.34  8143.00 
   13 1978  1      99.75    74.75     0.00   342.25    61.75 34828.50 34828.50  3065.75   840.25   240.18   472.44   105.29     4.12    41.25    40.08    40.08    40.08    36.00    39.30    11.18     0.00     1.66     0.79   578.50 
   13 1991  2     114.00   102.50     0.00  1826.00    57.25 51127.00 51127.00 12724.00  2939.50   271.14   453.03   127.57     4.15    17.00    45.62    45.62    45.62    19.57    40.94    15.24     0.00     4.11     0.29  2099.75 
   13 2013  3     108.50   114.50     0.00  9376.75    26.00 181162.75 181162.75 48357.75  4474.25   353.72   411.64   240.12     4.69    40.00    56.78    56.78    56.78     1.00    46.89    47.87     0.00     5.32     0.34  9625.75 
   14 1978  1     103.50    89.00     0.00   391.75    69.50 35158.50 35158.50  3319.00   920.75   241.29   471.76   105.79     4.10    38.00    43.71    43.71    43.71    37.65    42.44    11.26     0.00     1.86     0.78   653.75 
   14 1991  2     134.75   125.75     0.00  2398.00    64.25 55203.75 55203.75 15100.75  3252.00   279.15   449.36   132.56     4.13    16.25    49.74    49.74    49.74    20.72    44.13    16.26     0.00     4.93     0.29  2722.75 
   14 2013  3     101.25   114.50     0.00 10495.25    10.00 213813.75 213813.75 50768.75  3936.25   363.10   406.20   260.87     4.70    53.75    61.91    61.91    61.91     1.00    50.96    56.02     0.00     5.01     0.34 10721.00 
   15 1978  1     115.00   101.50     0.00   440.75    89.00 35335.25 35335.25  3464.75   969.50   241.14   471.05   106.05     4.09    36.00    46.71    46.71    46.71    40.91    45.41    11.31     0.00     2.11     0.78   746.25 
   15 1991  2     138.50   137.50     0.00  2770.25    53.50 58009.50 58009.50 16524.00  3385.00   280.40   444.44   135.88     4.09    16.75    53.16    53.16    53.16    23.66    47.13    16.96     0.00     5.34     0.30  3099.75 
   15 2013  3      99.00   126.75     0.00 11367.75    18.25 237300.75 237300.75 51478.50  3547.00   365.14   405.76   274.83     4.73    66.50    66.17    66.17    66.17     1.00    54.59    61.88     0.00     4.89     0.35 11611.75 
   16 1978  1     122.00   129.50     0.00   496.25    63.75 35585.75 35585.75  3628.00  1035.25   241.68   471.56   106.43     4.09    33.75    49.95    49.95    49.95    43.63    48.44    11.37     0.00     2.28     0.78   811.50 
   16 1991  2     135.75   142.75     0.00  3236.00    64.50 61728.00 61728.00 18521.25  3554.50   285.75   445.61   140.17     4.07    16.75    56.85    56.85    56.85    25.96    50.20    17.89     0.00     5.80     0.30  3579.00 
   16 2013  3      82.00   107.75     0.00 11782.00    21.50 262601.25 262601.25 50719.75  3021.50   369.97   402.91   289.11     4.72    86.50    70.76    70.76    70.76     1.00    58.43    68.19     0.00     4.57     0.35 11993.25 
   17 1978  1     123.25   124.25     0.00   544.75    80.75 35848.75 35848.75  3827.00  1087.75   243.13   470.76   106.82     4.10    32.50    53.07    53.07    53.07    46.62    51.44    11.44     0.00     2.44     0.77   873.00 
   17 1991  2     155.50   184.75     0.00  3840.25    47.25 65778.75 65778.75 20524.00  3657.75   292.00   441.74   144.70     4.06    17.50    60.40    60.40    60.40    28.48    53.25    18.89     0.00     6.43     0.31  4227.75 
   17 2013  3      74.25   108.50     0.00 11771.00     8.00 284844.25 284844.25 48225.50  2578.75   375.55   401.76   301.11     4.78   110.00    75.18    75.18    75.18     1.00    62.23    73.74     0.00     4.20     0.35 11961.75 
   18 1978  1     129.25   137.75     0.00   581.00    65.75 36023.75 36023.75  3972.75  1141.00   243.18   470.20   107.08     4.09    31.25    56.19    56.19    56.19    49.61    54.44    11.48     0.00     2.54     0.77   913.75 
   18 1991  2     146.75   186.75     0.00  4226.25    50.75 68887.00 68887.00 22095.50  3846.00   295.23   435.76   148.08     4.05    17.50    63.95    63.95    63.95    31.12    56.29    19.67     0.00     6.69     0.31  4610.50 
   18 2013  3      75.00   111.25     0.00 11276.50     5.25 303372.00 303372.00 45531.75  2218.25   376.93   399.48   310.75     4.81   136.25    79.60    79.60    79.60     1.00    65.92    78.36     0.00     3.78     0.34 11468.00 
   19 1978  1     135.00   154.50     0.00   664.25    88.00 36360.50 36360.50  4235.25  1217.00   243.76   469.54   107.58     4.08    29.75    59.31    59.31    59.31    52.60    57.44    11.56     0.00     2.86     0.77  1041.75 
   19 1991  2     155.00   203.25     0.00  4847.75    42.00 73444.75 73444.75 24198.25  3968.25   297.14   433.53   152.89     4.02    18.00    67.51    67.51    67.51    33.57    59.34    20.80     0.00     7.15     0.31  5248.00 
   19 2013  3      62.75    95.75     0.00 10602.50     3.25 322698.00 322698.00 41300.50  1783.25   378.19   397.93   320.50     4.83   180.50    84.02    84.02    84.02     1.00    69.75    83.19     0.00     3.34     0.35 10764.25 
   20 1978  1     134.00   162.00     0.00   706.25    76.75 36578.75 36578.75  4404.50  1258.00   244.66   468.43   107.90     4.08    28.50    62.44    62.44    62.44    55.59    60.44    11.62     0.00     2.95     0.77  1079.00 
   20 1991  2     150.00   201.75     0.00  5503.00    44.00 77576.50 77576.50 26073.00  4074.25   303.14   428.67   157.14     4.00    18.75    71.06    71.06    71.06    36.11    62.39    21.83     0.00     7.60     0.32  5898.75 
   20 2013  3      55.75    90.75     0.00  9566.50    15.00 337163.50 337163.50 37494.50  1479.75   382.99   397.06   327.60     4.89   227.50    88.45    88.45    88.45     1.00    73.49    86.80     0.00     2.89     0.34  9728.00 
   21 1978  1     138.25   191.00     0.00   738.00    82.00 36753.75 36753.75  4516.25  1287.25   244.68   469.01   108.16     4.07    28.00    65.56    65.56    65.56    58.58    63.44    11.66     0.00     3.13     0.76  1149.25 
   21 1991  2     162.75   228.50     0.00  6151.75    48.00 82172.75 82172.75 28170.50  4149.50   305.76   428.88   161.73     3.96    19.25    74.61    74.61    74.61    38.61    65.44    22.98     0.00     8.02     0.32  6591.00 
   21 2013  3      48.00    79.25     0.00  8379.00     2.50 348275.50 348275.50 32919.50  1183.50   384.48   397.66   332.95     4.91   294.25    92.87    92.87    92.87     1.00    77.20    89.57     0.00     2.44     0.34  8508.75 
   22 1978  1     137.75   186.75     0.00   835.00    81.50 37134.75 37134.75  4824.00  1362.00   245.94   468.13   108.72     4.06    26.75    68.68    68.68    68.68    61.57    66.44    11.76     0.00     3.34     0.76  1241.00 
   22 1991  2     154.50   242.00     0.00  6949.00    42.00 88024.50 88024.50 30399.50  4187.00   309.41   426.09   167.39     3.92    20.50    78.16    78.16    78.16    40.89    68.51    24.44     0.00     8.39     0.33  7387.50 
   22 2013  3      35.50    65.75     0.00  7269.25     2.50 359313.75 359313.75 29013.50   953.25   386.75   397.03   338.19     4.96   377.00    97.29    97.29    97.29     1.00    80.99    92.33     0.00     2.05     0.34  7373.00 
   23 1978  1     156.25   228.25     0.00   860.50    89.00 37332.25 37332.25  5003.50  1441.75   245.88   467.62   109.01     4.05    25.50    71.80    71.80    71.80    64.56    69.44    11.81     0.00     3.57     0.76  1334.00 
   23 1991  2     171.25   270.75     0.00  7668.75    32.50 93478.75 93478.75 32760.25  4306.75   311.22   421.97   172.49     3.89    21.00    81.72    81.72    81.72    43.31    71.57    25.80     0.00     8.71     0.33  8143.25 
   23 2013  3      38.25    68.25     0.00  5915.50     0.75 365712.25 365712.25 25322.50   758.25   387.36   396.74   341.19     4.99   482.00   100.00   100.00   100.00     1.00    84.69    93.92     0.00     1.65     0.33  6022.75 
   24 1978  1     154.50   227.00     0.00   964.75    74.25 37667.50 37667.50  5234.75  1496.25   247.83   467.27   109.50     4.05    24.50    74.92    74.92    74.92    67.55    72.45    11.89     0.00     3.77     0.75  1420.50 
   24 1991  2     170.75   279.25     0.00  8412.25    49.75 98327.50 98327.50 34633.75  4396.00   316.87   419.97   176.91     3.87    22.00    85.27    85.27    85.27    45.74    74.63    27.01     0.00     9.06     0.33  8912.00 
   24 2013  3      25.00    45.75     0.00  5143.50     4.25 369124.75 369124.75 23455.00   670.00   388.79   396.70   342.78     5.00   552.00   100.00   100.00   100.00     1.00    88.22    94.77     0.00     1.41     0.33  5218.50 
   25 1978  1     151.50   233.75     0.00  1047.50    77.25 37900.50 37900.50  5449.50  1529.00   247.81   466.67   109.84     4.04    24.50    78.05    78.05    78.05    70.54    75.45    11.95     0.00     3.98     0.75  1510.00 
   25 1991  2     168.25   282.75     0.00  9035.00    49.00 103669.75 103669.75 36467.00  4347.25   319.64   418.01   181.65     3.85    23.25    88.82    88.82    88.82    48.13    77.69    28.34     0.00     9.20     0.33  9535.00 
   25 2013  3      20.00    36.25     0.00  4479.25     7.50 373170.25 373170.25 22027.25   584.25   389.30   396.84   344.65     5.04   641.25   100.00   100.00   100.00     1.00    91.78    95.78     0.00     1.22     0.33  4543.00 
   26 1978  1     163.00   253.00     0.00  1130.75    78.75 38192.75 38192.75  5703.00  1591.50   249.24   465.95   110.26     4.04    23.75    81.17    81.17    81.17    73.53    78.45    12.02     0.00     4.26     0.74  1625.50 
   26 1991  2     164.25   290.50     0.00  9901.25    36.50 110238.25 110238.25 38881.00  4444.25   322.26   417.08   187.32     3.85    24.25    92.38    92.38    92.38    50.37    80.76    29.97     0.00     9.43     0.34 10392.50 
   26 2013  3      18.25    33.25     0.00  3836.00     1.75 376612.25 376612.25 20950.00   533.00   390.92   396.22   346.24     5.07   706.75   100.00   100.00   100.00     1.00    94.65    96.64     0.00     1.03     0.33  3889.25 
   27 1978  1     164.50   265.50     0.00  1172.75    85.50 38477.50 38477.50  5886.25  1625.00   250.18   466.00   110.67     4.03    23.25    84.29    84.29    84.29    76.52    81.45    12.09     0.00     4.39     0.74  1688.25 
   27 1991  2     162.75   304.00     0.00 10543.75    38.50 115808.75 115808.75 40607.00  4354.75   324.35   415.01   192.00     3.80    26.25    95.93    95.93    95.93    52.71    83.83    31.36     0.00     9.54     0.34 11049.00 
   27 2013  3      21.00    38.00     0.00  3730.25     4.00 376250.75 376250.75 20645.00   545.75   390.49   396.04   346.07     5.06   691.50   100.00   100.00   100.00     1.00    97.75    96.55     0.00     1.01     0.33  3793.25 
   28 1978  1     153.25    78.50     0.00   199.25    41.25 34480.00 34480.00  3010.75  1035.75   240.19   472.15   104.76     4.08    32.75    78.78    30.30    26.26    89.91    72.11    11.10     0.00     1.37     0.78   472.25 
   28 1991  2     171.50    94.00     0.00   905.00    31.25 44778.50 44778.50 10603.75  3785.25   262.48   455.65   119.39     3.95    11.00    89.66    34.49    29.89    74.21    73.68    13.66     0.00     2.68     0.27  1201.75 
   28 2013  3     199.00   118.00     0.00  4773.50    33.25 110032.25 110032.25 40347.00  7177.00   320.26   416.44   187.14     3.85    14.75   100.00    38.47    33.34    31.14    77.99    30.12     0.00     4.65     0.32  5123.75 
   29 1978  1     152.50    45.25     0.00   485.75    21.25 35333.50 35333.50  2991.50   901.75   239.78   472.87   106.05     4.11    38.75    58.27    68.68    14.57    33.64    39.44    11.31     0.00     1.99     0.79   704.75 
   29 1991  2     178.50    60.00     0.00  2420.50    32.00 55458.25 55458.25 11762.25  3299.00   274.26   453.24   132.86     4.17    16.50    66.32    78.16    16.58    16.64    41.14    16.32     0.00     4.85     0.30  2691.00 
   29 2013  3     135.00    58.25     0.00 10802.25    13.75 216326.00 216326.00 37901.75  4419.75   362.62   407.14   262.40     4.74    48.50    82.55    97.29    20.64     1.00    48.02    56.64     0.00     5.09     0.35 11009.25 
   30 1978  1      56.75    44.50     0.00   281.50    71.50 34336.25 34336.25  2665.00   582.00   238.38   473.51   104.54     4.13    58.75    19.00    32.00    42.00    14.00    54.00    11.06     0.00     1.32     0.79   454.25 
   30 1991  2      64.00    63.75     0.00  1198.50    49.75 45798.75 45798.75  9114.25  1885.75   261.07   460.15   120.74     4.27    23.75    21.57    36.33    47.68     1.00    55.55    13.92     0.00     3.00     0.28  1376.00 
   30 2013  3      69.50    81.75     0.00  5220.00    57.50 116087.50 116087.50 32491.75  3633.75   332.66   424.54   192.22     4.75    31.50    26.85    45.22    59.35     1.00    60.04    31.63     0.00     4.68     0.32  5428.75 
   31 1978  1     136.00   153.00     0.00   542.00    71.25 35982.00 35982.00  4018.00  1172.25   242.89   469.78   107.02     4.05    30.25    69.72    61.40    59.31    90.61    44.44    11.47     0.00     2.51     0.77   902.25 
   31 1991  2     151.50   187.25     0.00  4064.00    34.50 67753.75 67753.75 22182.50  3892.00   290.24   434.03   146.85     3.78    17.00    79.35    69.87    67.51    72.25    46.27    19.39     0.00     6.55     0.30  4437.25 
   31 2013  3      98.00   158.25     0.00 11994.25     7.75 294413.50 294413.50 42355.25  2321.00   367.12   397.99   306.12     4.42   126.75    98.77    86.97    84.02     1.00    55.50    76.13     0.00     4.16     0.36 12258.25 
   32 1978  1     143.50    51.50     0.00   187.75    24.75 34238.50 34238.50  2766.00   926.50   239.09   472.73   104.40     4.08    36.25    75.00    33.00    18.00    94.00    66.00    11.04     0.00     1.19     0.79   407.50 
   32 1991  2     154.75    56.25     0.00   656.00    23.75 42444.00 42444.00  8437.25  3268.25   255.14   460.42   116.23     3.96    12.75    82.85    36.45    19.88    81.96    67.20    13.08     0.00     2.10     0.27   890.75 
   32 2013  3     197.25    92.50     0.00  3762.25    26.75 92170.75 92170.75 30804.00  6758.25   304.33   423.43   171.28     3.78    13.00   100.00    44.04    24.02    43.44    71.06    25.66     0.00     4.42     0.32  4078.75 
   33 1978  1     146.25   260.00     0.00   388.00   120.00 36130.50 36130.50  4636.50  1486.25   246.37   467.65   107.24     4.05    23.75    75.96    31.22    94.69    90.60    81.44    11.51     0.00     2.53     0.75   914.25 
   33 1991  2     172.00   329.50     0.00  2356.75    62.50 59523.00 59523.00 22371.75  4913.00   287.49   438.28   137.65     3.82    11.75    86.45    35.53   100.00    72.87    83.21    17.34     0.00     4.91     0.29  2920.75 
   33 2013  3     153.50   289.00     0.00 10457.00    36.75 213070.00 213070.00 68485.50  4612.75   351.05   401.43   260.43     4.07    45.50   100.00    41.25   100.00     3.07    90.19    55.83     0.00     5.13     0.36 10936.25 
   34 1978  1       6.75    12.50     0.00   500.25    62.50 34861.75 34861.75  2380.25   245.25   235.23   474.84   105.34     4.07   142.75     4.11    91.47    83.25    96.00    64.30    11.19     0.00     1.67     0.81   582.00 
   34 1991  2       9.25    17.00     0.00  1339.75    36.75 47915.00 47915.00  5473.50   524.75   248.20   463.50   123.50     3.96    91.00     4.68   100.00    94.75    79.78    65.92    14.44     0.00     2.93     0.31  1402.75 
   34 2013  3      12.50    23.25     0.00  4593.50    68.00 111427.25 111427.25 16398.75  1157.50   305.85   420.54   188.33     3.94    96.00     5.82   100.00   100.00    34.84    70.42    30.46     0.00     4.22     0.37  4697.25 
   35 1978  1     174.00   103.50     0.00   433.00    43.25 35531.25 35531.25  3581.50  1186.50   242.12   471.47   106.35     4.11    29.75    69.72    46.83    30.18    32.63    36.44    11.36     0.00     2.12     0.78   753.75 
   35 1991  2     204.25   134.75     0.00  2826.25    41.50 58979.50 58979.50 17427.75  4321.25   285.20   446.72   137.02     4.19    13.00    79.35    53.29    34.34    15.24    38.18    17.20     0.00     5.44     0.30  3206.75 
   35 2013  3     135.50    97.50     0.00 11433.25     6.75 242967.00 242967.00 52693.00  4303.75   369.75   405.21   278.09     4.78    56.00    98.77    66.34    42.75     1.00    45.83    63.29     0.00     4.80     0.34 11673.00 
   36 1978  1      34.50    19.75     0.00    66.25    34.25 33385.75 33385.75  2152.25   435.50   237.12   474.01   103.09     4.09    76.00    19.03    12.47    30.18    98.28    87.57    10.82     0.00     0.46     0.80   154.75 
   36 1991  2       9.50     2.00     0.00    31.00     6.25 34548.75 34548.75  3017.75   824.00   239.36   472.35   104.87     4.07    41.75     4.84     3.17     7.67   100.00    86.14    11.11     0.00     0.14     0.25    48.75 
   36 2013  3       2.00     0.00     0.00     7.75     2.00 35008.50 35008.50  3333.00   933.00   240.08   471.58   105.56     4.06    37.25     0.48     0.31     0.76   100.00    83.68    11.39     0.00     0.03     0.23    11.75 
   37 1978  1      54.00     3.00     0.00   203.25     3.25 33836.00 33836.00  2022.75   400.00   236.57   474.77   103.78     4.12    84.50    18.55    32.65     2.97     9.23    63.68    10.93     0.00     0.78     0.80   263.50 
   37 1991  2      33.25     1.50     0.00   164.25     4.00 36708.50 36708.50  3045.00   924.25   239.96   472.99   108.06     4.14    42.00     9.57    16.84     1.53    19.19    62.68    11.65     0.00     0.52     0.26   203.00 
   37 2013  3      23.25     2.00     0.00   385.25     3.50 42793.50 42793.50  4673.00  1484.25   248.57   470.29   115.79     4.18    36.00     8.32    14.65     1.33    37.77    61.60    13.34     0.00     0.67     0.26   414.00 
   38 1978  1      28.50    25.00     0.00   315.00    53.75 34351.25 34351.25  2465.75   376.00   236.63   474.59   104.57     4.13    91.50    11.03    38.09    47.12     4.73     3.03    11.06     0.00     1.23     0.80   422.25 
   38 1991  2      34.25    29.50     0.00  1063.50    40.00 44847.50 44847.50  6881.25  1149.00   252.65   465.56   119.48     4.24    38.75    12.46    43.03    53.23     1.00     4.51    13.68     0.00     2.60     0.29  1167.25 
   38 2013  3      33.75    51.00     0.00  4433.25    30.75 103388.50 103388.50 23787.25  2427.75   320.20   431.50   181.40     4.68    42.00    15.51    53.57    66.25     1.00     8.70    28.46     0.00     4.40     0.33  4548.75 
   39 1978  1     120.00   205.00     0.00  1422.50   129.25 38868.50 38868.50  5756.75  1356.00   249.80   467.10   111.23     4.13    28.25    44.75    84.29    91.57    22.51    81.45    12.19     0.00     4.83     0.75  1876.75 
   39 1991  2     125.25   246.25     0.00 12740.25    28.75 129616.75 129616.75 39953.75  3510.50   340.08   417.46   203.12     4.56    36.50    50.93    95.93   100.00     1.00    83.97    34.80     0.00    10.14     0.34 13140.50 
   39 2013  3       8.00    14.00     0.00  2794.25     0.75 381316.75 381316.75 21027.50   370.75   394.02   395.48   348.39     5.19  1031.25    59.03    95.00    95.00     5.85    97.28    97.82     0.00     0.74     0.32  2817.00 
   40 1978  1     122.25   216.00     0.00  1510.50    57.50 39009.00 39009.00  5466.75  1211.25   248.51   468.30   111.43     4.14    31.75    44.75   100.00    87.41    23.50     1.45    12.22     0.00     4.89     0.75  1906.25 
   40 1991  2     114.75   226.75     0.00 12792.50    20.50 131244.50 131244.50 38725.75  3498.50   341.04   418.63   204.39     4.57    37.00    50.93   100.00    99.48     1.00     4.00    35.21     0.00    10.02     0.33 13154.50 
   40 2013  3       7.00    13.00     0.00  2846.75     2.50 381758.00 381758.00 21220.50   378.25   394.30   395.34   348.59     5.20  1009.25    59.03    95.00    95.00     5.86    17.32    97.93     0.00     0.75     0.32  2869.25 
   41 1978  1     100.25   124.75     0.00  1320.50    83.50 38194.25 38194.25  4780.50  1012.25   246.31   470.31   110.26     4.19    37.00    33.30    89.49    64.52     0.53    33.45    12.02     0.00     4.27     0.76  1629.00 
   41 1991  2      95.50   140.25     0.00  9426.25    20.50 109895.25 109895.25 29474.50  2907.00   333.62   427.56   187.03     4.73    37.25    37.90   100.00    73.43     1.00    35.78    29.89     0.00     8.81     0.33  9682.50 
